created_at,tweet_text,location,name,clean_Tweet_NoPunct,clean_Tweet_NoPunctNoStop,clean_Tweet_NoPunctNoStopNoNumber,mapped_country
09-04-20 2:11,"RT @DineshDSouza: Between #Coronavirus and #ClimateChange the experts are making their fields look ridiculous. “Sure, we never get it right…","Houston, TX",Paul Hunter,between  coronavirus and  climatechange the experts are making their fields look ridiculous  “ sure  we never get it right…,coronavirus climatechange experts making fields look ridiculous “ sure never get right…,coronavirus climatechange experts making fields look ridiculous sure never get, United States of America
09-04-20 2:11,"RT @amitmalviya: All 93 new Covid-19 cases in Delhi in the last 24 hours are persons linked to the Tablighi Jamaat markaz...

I can’t forge…","Delhi, India",AMIT,all 93 new covid19 cases in delhi in the last 24 hours are persons linked to the tablighi jamaat markaz  i can ’ t forge…,93 new covid19 cases delhi last 24 hours persons linked tablighi jamaat markaz ’ forge…,new cases delhi last hours persons linked tablighi jamaat markaz, India
09-04-20 2:11,"RT @BeingLGBTQPod: #Coronavirus: Elton, McCartney and Stevie Wonder set for fundraising gig 👍💜 https://t.co/1GHagUqn0w","Blyth, Northumberland, GB",Jackie Jax Shann BSc Hons 🏳️‍🌈,coronavirus  elton  mccartney and stevie wonder set for fundraising gig 👍💜 https  tco1ghaguqn0w,coronavirus elton mccartney stevie wonder set fundraising gig 👍💜 https tco1ghaguqn0w,coronavirus elton mccartney stevie wonder set fundraising gig https, United Kingdom
09-04-20 2:11,RT @PeaceOnEarth222: @RedDragonFly19 @Barbarajdurkin @manifesto2000 @0Sundance @Deerstet_Music @no2wind @RoyPentland @GillesnFio @PeterGrei…,,Barbara Durkin,reddragonfly19  barbarajdurkin  manifesto2000  0sundance  deerstetmusic  no2wind  roypentland  gillesnfio  petergrei…,reddragonfly19 barbarajdurkin manifesto2000 0sundance deerstetmusic no2wind roypentland gillesnfio petergrei…,barbarajdurkin deerstetmusic roypentland gillesnfio, Italia
09-04-20 2:11,"RT @the_hindu: From Kargil in the north to Kanyakumari in the south, and from Porbandar in the west to Lohit in the Northeast, 284 Indian d…",Varanasi,shakti singh,from kargil in the north to kanyakumari in the south  and from porbandar in the west to lohit in the northeast  284 indian d…,kargil north kanyakumari south porbandar west lohit northeast 284 indian d…,kargil north kanyakumari south porbandar west lohit northeast indian, India
09-04-20 2:11,"RT @SRuhle: . @realDonaldTrump 
Please consider,
Tweeting about who  @RepAOC supports matters far less than using the presidential platform…",,Wanda #GunReformNOW 👏👏🏿👏🏼👏🏾👏🏻 🏳️‍🌈 ❤️,realdonaldtrump please consider  tweeting about who  repaoc supports matters far less than using the presidential platform…,realdonaldtrump please consider tweeting repaoc supports matters far less using presidential platform…,realdonaldtrump please consider tweeting repaoc supports matters far less using presidential, Italia
09-04-20 2:11,RT @TomFitton: Left using #coronavirus as cover to steal election! Plus How @realDonaldTrump should teject the failed models and get the co…,"New Jersey, USA",Nancy,left using  coronavirus as cover to steal election  plus how  realdonaldtrump should teject the failed models and get the co…,left using coronavirus cover steal election plus realdonaldtrump teject failed models get co…,left using coronavirus cover steal election plus realdonaldtrump teject failed models get, United States of America
09-04-20 2:11,"RT @GovAndyBeshear: We're in this together. We'll beat this together. Let's commit to making the choices needed to defeat #COVID19. ^AB

#t…","Kentucky, USA",Robin Osborne,we re in this together  we ll beat this together  let s commit to making the choices needed to defeat  covid19  ab  t…,together beat together let commit making choices needed defeat covid19 ab t…,together beat together let commit making choices needed defeat ab, United States of America
09-04-20 2:11,RT @rweingarten: It is ridiculous that the Florida GOP has made it nearly impossible for people to apply for unemployment over the phone ev…,Asgardia,NdeT,it is ridiculous that the florida gop has made it nearly impossible for people to apply for unemployment over the phone ev…,ridiculous florida gop made nearly impossible people apply unemployment phone ev…,ridiculous florida gop made nearly impossible people apply unemployment phone,None
09-04-20 2:11,RT @brumbyoz: The only country doing a religious profile of covid 19 patients.,,آصف Asif,the only country doing a religious profile of covid 19 patients,country religious profile covid 19 patients,country religious profile covid patients, Italia
09-04-20 2:11,"RT @prayingmedic: 37) Some Democrat Governors initially banned the use of hydroxychloroquine for Covid-19, but later reversed course.

Did…",,cindy,37  some democrat governors initially banned the use of hydroxychloroquine for covid19  but later reversed course  did…,37 democrat governors initially banned use hydroxychloroquine covid19 later reversed course did…,democrat governors initially banned use hydroxychloroquine later reversed course, Italia
09-04-20 2:11,"RT @mitchellvii: Fauci thinks #Hydroxychloroquine doesn't work, over-counting COVID-19 deaths is a ""conspiracy theory,"" 2 million will die,…",,Bill Hearrin,fauci thinks  hydroxychloroquine does nt work  overcounting covid19 deaths is a  conspiracy theory   2 million will die  …,fauci thinks hydroxychloroquine nt work overcounting covid19 deaths conspiracy theory 2 million die …,fauci thinks hydroxychloroquine nt work overcounting deaths conspiracy theory million die, Italia
09-04-20 2:11,"RT @paulsperry_: BREAKING: President Trump’s approval rating rose 4 points to 45% in April amid his response to the COVID-19 crisis, a new…","Los Angeles, CA",RobertWinston,breaking  president trump ’ s approval rating rose 4 points to 45  in april amid his response to the covid19 crisis  a new…,breaking president trump ’ approval rating rose 4 points 45 april amid response covid19 crisis new…,breaking president trump approval rating rose points april amid response crisis, United States of America
09-04-20 2:11,"RT @jameshohmann: The CDC has traced Chicago's coronavirus outbreak to just *two* family gatherings. 

The new case study, one of the most…",Tír nAill ,🐉Kate a eu jusqu'à ici avec cette merde 👹,the cdc has traced chicago s coronavirus outbreak to just two family gatherings  the new case study  one of the most…,cdc traced chicago coronavirus outbreak two family gatherings new case study one most…,cdc traced chicago coronavirus outbreak two family gatherings new case study one,None
09-04-20 2:11,RT @imajsaclaimant: Strong and important words from @maitlis about #coronavirus. #newsnight https://t.co/DfL0fni8bT,"Victoria, Australia",Jeff Miles,strong and important words from  maitlis about  coronavirus   newsnight https  tcodfl0fni8bt,strong important words maitlis coronavirus newsnight https tcodfl0fni8bt,strong important words maitlis coronavirus newsnight https, Australia
09-04-20 2:11,"RT @PBS: ""Even once you fix the supply side by allowing people to go back to work, factories to run, then you will still have this huge que…",,MC Wilkins,even once you fix the supply side by allowing people to go back to work  factories to run  then you will still have this huge que…,even fix supply side allowing people go back work factories run still huge que…,even fix supply side allowing people go back work factories run still huge, Italia
09-04-20 2:11,"RT @samirasawlani: WHO DG @DrTedros reveals he’s received death threats &amp; racial abuse.
Says he is proud to be Black &amp; doesn’t give a damn…",United States,Eng. Isingizwe,who dg  drtedros reveals he ’ s received death threats  amp  racial abuse  says he is proud to be black  amp  doesn ’ t give a damn…,dg drtedros reveals ’ received death threats amp racial abuse says proud black amp ’ give damn…,dg drtedros reveals received death threats amp racial abuse says proud black amp give,United States
09-04-20 2:11,"RT @RaizaTrillOG: Due to covid-19, we are out of bald",,ɢᴏʀɪʟʟᴀ ɢʀɪᴘ ᴄᴏᴏᴄʜɪᴇ,due to covid19  we are out of bald,due covid19 bald,due bald, Italia
09-04-20 2:11,"RT @AFP: Voicing joy and excitement from behind face masks, tens of thousands of people flee Wuhan after a 76-day travel ban is lifted on t…",United States,CHICKAPEA,voicing joy and excitement from behind face masks  tens of thousands of people flee wuhan after a 76day travel ban is lifted on t…,voicing joy excitement behind face masks tens thousands people flee wuhan 76day travel ban lifted t…,voicing joy excitement behind face masks tens thousands people flee wuhan travel ban lifted,United States
09-04-20 2:11,RT @sunlorrie: Fed up with politicians saying their actions &amp; those of China's dictators &amp; the WHO shouldn't be examined until after the CO…,"British Columbia, Canada",No legacy is so rich as honesty- W. Shakespeare 🍁,fed up with politicians saying their actions  amp  those of china s dictators  amp  the who should nt be examined until after the co…,fed politicians saying actions amp china dictators amp nt examined co…,fed politicians saying actions amp china dictators amp nt examined, Canada
09-04-20 2:11,"RT @kaloi_zarate: FACT: Philippines started lockdown or quarantine due to #COVID19 only on March 15. Before that, these countries already d…",UST - Economics,Philip #FreeMassTestingNow,fact  philippines started lockdown or quarantine due to  covid19 only on march 15 before that  these countries already d…,fact philippines started lockdown quarantine due covid19 march 15 countries already d…,fact philippines started lockdown quarantine due march countries already,None
09-04-20 2:11,RT @Tarnjitkparmar: The Khalsa Diwan Society has donated over 1000 gloves and 100 safety glasses to help those frontline workers as they co…,vancouver bc,Indo,the khalsa diwan society has donated over 1000 gloves and 100 safety glasses to help those frontline workers as they co…,khalsa diwan society donated 1000 gloves 100 safety glasses help frontline workers co…,khalsa diwan society donated gloves safety glasses help frontline workers, Canada
09-04-20 2:11,"RT @SidneyPowell1: Exactly-- and suicides from depression and loss of business,  domestic violence increasing, stunning collateral conseque…","Northeastern Pennsylvania, USA",America 1st Jinksy,exactly  and suicides from depression and loss of business  domestic violence increasing  stunning collateral conseque…,exactly suicides depression loss business domestic violence increasing stunning collateral conseque…,exactly suicides depression loss business domestic violence increasing stunning collateral, United States of America
09-04-20 2:11,"RT @asiantrucker: Damn! Humans can infect domestic animals!! 
A woman in Brussels, Belgium infected her cat. Two dogs in Hong Kong tested p…",,🌊George🐾🐬🦅🐒🐼🐖🦜,damn  humans can infect domestic animals   a woman in brussels  belgium infected her cat  two dogs in hong kong tested p…,damn humans infect domestic animals woman brussels belgium infected cat two dogs hong kong tested p…,damn humans infect domestic animals woman brussels belgium infected cat two dogs hong kong tested, Italia
09-04-20 2:11,"RT @KATVChris: As of Wednesday evening, 18 people in the state had died from the COVID-19 and 1,077 had tested positive. At least 237 peopl…","Little Rock, Ark.",KATV News,as of wednesday evening  18 people in the state had died from the covid19 and 1077 had tested positive  at least 237 peopl…,wednesday evening 18 people state died covid19 1077 tested positive least 237 peopl…,wednesday evening people state died tested positive least, United States of America
09-04-20 2:11,"RT @KansasDems: While Gov. Laura Kelly has worked tirelessly for weeks to protect all Kansans from COVID-19, @KSAGOffice is putting our liv…","Chapel Hill, NC",Marilyn Shugart,while gov  laura kelly has worked tirelessly for weeks to protect all kansans from covid19   ksagoffice is putting our liv…,gov laura kelly worked tirelessly weeks protect kansans covid19 ksagoffice putting liv…,gov laura kelly worked tirelessly weeks protect kansans ksagoffice putting, United States of America
09-04-20 2:11,"RT @EvanAKilgore: 1.) The ""experts"" overestimated COVID-19 ""pandemic.""

2.) Americans flipped out and crashed economy.

3.) ""Experts"" reali…",,fowlkesl,1   the  experts  overestimated covid19  pandemic   2   americans flipped out and crashed economy  3    experts  reali…,1 experts overestimated covid19 pandemic 2 americans flipped crashed economy 3 experts reali…,experts overestimated pandemic americans flipped crashed economy experts, Italia
09-04-20 2:11,"RT @mitchellvii: Fauci thinks #Hydroxychloroquine doesn't work, over-counting COVID-19 deaths is a ""conspiracy theory,"" 2 million will die,…",,Phillip Hemingway,fauci thinks  hydroxychloroquine does nt work  overcounting covid19 deaths is a  conspiracy theory   2 million will die  …,fauci thinks hydroxychloroquine nt work overcounting covid19 deaths conspiracy theory 2 million die …,fauci thinks hydroxychloroquine nt work overcounting deaths conspiracy theory million die, Italia
09-04-20 2:11,"RT @SteveKuzj: What do viruses look like when they’re coming out of someone? One word: gross. Also, here’s how to dodge #COVID19 like Neo i…",,Sean,what do viruses look like when they ’ re coming out of someone  one word  gross  also  here ’ s how to dodge  covid19 like neo i…,viruses look like ’ coming someone one word gross also ’ dodge covid19 like neo i…,viruses look like coming someone one word gross also dodge like neo, Italia
09-04-20 2:11,"RT @DineshDSouza: Now why would hospitals, the medical establishment and the #Coronavirus Task Force exaggerate the death figures? 1. To en…",,dimwit,now why would hospitals  the medical establishment and the  coronavirus task force exaggerate the death figures  1 to en…,would hospitals medical establishment coronavirus task force exaggerate death figures 1 en…,would hospitals medical establishment coronavirus task force exaggerate death figures, Italia
09-04-20 2:11,RT @mdjkf: 1/10 Let's unpack transmission of #COVID19 and whether airborne transmission is a real thing and if you really need those #n95ma…,"Sydney, Australia",Tom Gottlieb,110 let s unpack transmission of  covid19 and whether airborne transmission is a real thing and if you really need those  n95ma…,110 let unpack transmission covid19 whether airborne transmission real thing really need n95ma…,let unpack transmission whether airborne transmission real thing really need, Australia
09-04-20 2:11,"RT @VicoSotto: 👏 👏 👏
𝙏𝙝𝙞𝙨 #𝙒𝙤𝙧𝙡𝙙𝙃𝙚𝙖𝙡𝙩𝙝𝘿𝙖𝙮, 𝙡𝙚𝙩'𝙨 𝙩𝙖𝙠𝙚 𝙩𝙞𝙢𝙚 𝙩𝙤 𝙩𝙝𝙖𝙣𝙠 𝙤𝙪𝙧 #𝙃𝙚𝙖𝙡𝙩𝙝𝙃𝙚𝙧𝙤𝙚𝙨🏥
🙌 🙌 🙌
As authorized by PresDuterte's AO-28, our heal…",🇵🇭,JACKIE,👏 👏 👏 𝙏𝙝𝙞𝙨  𝙒𝙤𝙧𝙡𝙙𝙃𝙚𝙖𝙡𝙩𝙝𝘿𝙖𝙮  𝙡𝙚𝙩𝙨 𝙩𝙖𝙠𝙚 𝙩𝙞𝙢𝙚 𝙩𝙤 𝙩𝙝𝙖𝙣𝙠 𝙤𝙪𝙧  𝙃𝙚𝙖𝙡𝙩𝙝𝙃𝙚𝙧𝙤𝙚𝙨🏥 🙌 🙌 🙌 as authorized by presduterte s ao28  our heal…,👏 👏 👏 𝙏𝙝𝙞𝙨 𝙒𝙤𝙧𝙡𝙙𝙃𝙚𝙖𝙡𝙩𝙝𝘿𝙖𝙮 𝙡𝙚𝙩𝙨 𝙩𝙖𝙠𝙚 𝙩𝙞𝙢𝙚 𝙩𝙤 𝙩𝙝𝙖𝙣𝙠 𝙤𝙪𝙧 𝙃𝙚𝙖𝙡𝙩𝙝𝙃𝙚𝙧𝙤𝙚𝙨🏥 🙌 🙌 🙌 authorized presduterte ao28 heal…,𝙏𝙝𝙞𝙨 𝙒𝙤𝙧𝙡𝙙𝙃𝙚𝙖𝙡𝙩𝙝𝘿𝙖𝙮 𝙡𝙚𝙩𝙨 𝙩𝙖𝙠𝙚 𝙩𝙞𝙢𝙚 𝙩𝙤 𝙩𝙝𝙖𝙣𝙠 𝙤𝙪𝙧 authorized presduterte,None
09-04-20 2:11,"RT @AnthemRespect: Doctor goes on television to say he has been instructed by his state to list COVID-19 on the death certificate, even if…","Cleveland, TN",Meredith champion,doctor goes on television to say he has been instructed by his state to list covid19 on the death certificate  even if…,doctor goes television say instructed state list covid19 death certificate even if…,doctor goes television say instructed state list death certificate even, United States of America
09-04-20 2:11,"RT @maddow: Kansas Gov Laura Kelly puts in place a stay-at-home order and a ban on large gatherings, like other (sane) governors.

Republic…",,Shari 🇨🇦,kansas gov laura kelly puts in place a stayathome order and a ban on large gatherings  like other  sane  governors  republic…,kansas gov laura kelly puts place stayathome order ban large gatherings like sane governors republic…,kansas gov laura kelly puts place stayathome order ban large gatherings like sane governors, Italia
09-04-20 2:11,RT @TarekFatah: Indian mullah threatens violence against journalists reporting on the role of #TablighiJamaat in spreading #coronavirus acr…,"Chennai,India",Rajagopalan S.Raman,indian mullah threatens violence against journalists reporting on the role of  tablighijamaat in spreading  coronavirus acr…,indian mullah threatens violence journalists reporting role tablighijamaat spreading coronavirus acr…,indian mullah threatens violence journalists reporting role tablighijamaat spreading coronavirus, India
09-04-20 2:11,"RT @PTI_News: Spitting in public places and 
institutions banned in Telangana in the backdrop of
 #COVID_19 pandemic","Kolkata, West Bengal",Ritabrata Dutta,spitting in public places and institutions banned in telangana in the backdrop of  covid19 pandemic,spitting public places institutions banned telangana backdrop covid19 pandemic,spitting public places institutions banned telangana backdrop pandemic, India
09-04-20 2:11,RT @rnz_news: Watch live: Latest government update on the response to Covid-19 https://t.co/ZX6JBR2Ey2,,Rice,watch live  latest government update on the response to covid19 https  tcozx6jbr2ey2,watch live latest government update response covid19 https tcozx6jbr2ey2,watch live latest government update response https, Italia
09-04-20 2:11,RT @ncbn: This junior doctor is pleading for protective medical gear for himself &amp; thousands of fellow healthcare soldiers. Will you now su…,,Aravind,this junior doctor is pleading for protective medical gear for himself  amp  thousands of fellow healthcare soldiers  will you now su…,junior doctor pleading protective medical gear amp thousands fellow healthcare soldiers su…,junior doctor pleading protective medical gear amp thousands fellow healthcare soldiers, Italia
09-04-20 2:11,"RT @mitchellvii: Fauci thinks #Hydroxychloroquine doesn't work, over-counting COVID-19 deaths is a ""conspiracy theory,"" 2 million will die,…",Venezuela,Javier,fauci thinks  hydroxychloroquine does nt work  overcounting covid19 deaths is a  conspiracy theory   2 million will die  …,fauci thinks hydroxychloroquine nt work overcounting covid19 deaths conspiracy theory 2 million die …,fauci thinks hydroxychloroquine nt work overcounting deaths conspiracy theory million die,Venezuela
09-04-20 2:11,RT @QBlueSkyQ: Are you kidding me? The Chief of the World Health Organization Media briefing on #COVID19  pandemic joins w/ Lady Gaga to ra…,So.Cal,Daniel Guevara..,are you kidding me  the chief of the world health organization media briefing on  covid19 pandemic joins w lady gaga to ra…,kidding chief world health organization media briefing covid19 pandemic joins w lady gaga ra…,kidding chief world health organization media briefing pandemic joins w lady gaga, Australia
09-04-20 2:11,"RT @Brownleetenor: Sending you all love and positivity during this time, and a song from my little ones and I to you! Stay home and stay sa…","Brooklyn, NY",STEFBLACKGENX!,sending you all love and positivity during this time  and a song from my little ones and i to you  stay home and stay sa…,sending love positivity time song little ones stay home stay sa…,sending love positivity time song little ones stay home stay, United States of America
09-04-20 2:11,"RT @NMIMR_UG: Noguchi by day
Noguchi by night.
#COVID-19 https://t.co/QmuBYE82mP","Kumasi, Ghana",お兄ちゃん,noguchi by day noguchi by night   covid19 https  tcoqmubye82mp,noguchi day noguchi night covid19 https tcoqmubye82mp,noguchi day noguchi night https, Ghana
09-04-20 2:11,"RT @ValaAfshar: As the wife was going through difficult chemotherapy sessions alone, due to the dangers of COVID-19, her loving husband wou…",,bel,as the wife was going through difficult chemotherapy sessions alone  due to the dangers of covid19  her loving husband wou…,wife going difficult chemotherapy sessions alone due dangers covid19 loving husband wou…,wife going difficult chemotherapy sessions alone due dangers loving husband, Italia
09-04-20 2:11,"RT @BernardKerik: Yesterday, governors/mayors shut down walking trails.

Some police have been ordered to arrest people for walking outside…","Southeast-GA,SC,NC,VA",Kim Brame,yesterday  governorsmayors shut down walking trails  some police have been ordered to arrest people for walking outside…,yesterday governorsmayors shut walking trails police ordered arrest people walking outside…,yesterday governorsmayors shut walking trails police ordered arrest people walking, Sverige
09-04-20 2:11,RT @dajayiwilliams: @SVNEDInc is committed to encouraging young adults to use Covid-19 as an opportunity to make ourselves available to hel…,"San Jose, CA",SV-NED Inc.,svnedinc is committed to encouraging young adults to use covid19 as an opportunity to make ourselves available to hel…,svnedinc committed encouraging young adults use covid19 opportunity make available hel…,svnedinc committed encouraging young adults use opportunity make available, United States of America
09-04-20 2:11,"RT @SWOPBaltimore: Collectively, we are rising to support the urgent needs voiced by people selling sex during this pandemic. We appreciate…",,tayoncé ✨,collectively  we are rising to support the urgent needs voiced by people selling sex during this pandemic  we appreciate…,collectively rising support urgent needs voiced people selling sex pandemic appreciate…,collectively rising support urgent needs voiced people selling sex pandemic, Italia
09-04-20 2:11,RT @picardonhealth: How far should joggers be when they run past you? by ⁦@sweatscience⁩ via ⁦@Globe_Health⁩ #exercise #running #COVID19 #P…,"San Mateo County, California",(((Liz Ditz))),how far should joggers be when they run past you  by ⁦  sweatscience⁩ via ⁦  globehealth⁩  exercise  running  covid19  p…,far joggers run past ⁦ sweatscience⁩ via ⁦ globehealth⁩ exercise running covid19 p…,far joggers run past via exercise running, United States of America
09-04-20 2:11,RT @_Unique_Lover: When today everyone afraid from #COVID. Dera Sacha sauda Green's devotees full with positivity for defeat the #COVID fro…,,Pinki Sundeep Siddhu,when today everyone afraid from  covid  dera sacha sauda green s devotees full with positivity for defeat the  covid fro…,today everyone afraid covid dera sacha sauda green devotees full positivity defeat covid fro…,today everyone afraid covid dera sacha sauda green devotees full positivity defeat covid, Italia
09-04-20 2:11,RT @kristinodell_: My dad died early this morning from covid-19. Heartbroken.,,LRN 610 AA,my dad died early this morning from covid19  heartbroken,dad died early morning covid19 heartbroken,dad died early morning heartbroken, Italia
09-04-20 2:11,"RT @USATODAY: An expert said it's ""plausible but not likely"" that the coronavirus was in the United States in November and December. https:…",,Jakob Larson,an expert said it s  plausible but not likely  that the coronavirus was in the united states in november and december  https  …,expert said plausible likely coronavirus united states november december https …,expert said plausible likely coronavirus united states november december https, Italia
09-04-20 2:11,"RT @Trey_VonDinkis: @realDonaldTrump .
☑️ LEFTIST CRIME

- Minnesota Officials Busted Telling Doctors to Falsify Virus Reports - 

MN Senat…","Texas, USA",Currentflow,realdonaldtrump  ☑️ leftist crime  minnesota officials busted telling doctors to falsify virus reports  mn senat…,realdonaldtrump ☑️ leftist crime minnesota officials busted telling doctors falsify virus reports mn senat…,realdonaldtrump leftist crime minnesota officials busted telling doctors falsify virus reports mn, United States of America
09-04-20 2:11,RT @phronesisgh_: Real and deep vibes mi seh!!!! #StayHome #StaySafe https://t.co/z9jN9BIhO6,233,papi chulo,real and deep vibes mi seh      stayhome  staysafe https  tcoz9jn9biho6,real deep vibes mi seh stayhome staysafe https tcoz9jn9biho6,real deep vibes mi seh stayhome staysafe https, Suomi
09-04-20 2:11,"RT @BorderReportcom: BREAKING: El Paso confirmed 39 new cases of COVID-19 on Wednesday, a new daily high for the border city. https://t.co/…","San Antonio, TX",Melissa Palomo Ramon 🛹,breaking  el paso confirmed 39 new cases of covid19 on wednesday  a new daily high for the border city  https  tco…,breaking el paso confirmed 39 new cases covid19 wednesday new daily high border city https tco…,breaking el paso confirmed new cases wednesday new daily high border city https, United States of America
09-04-20 2:11,"RT @UNNTV1: Young #Chinese eats a pigeon alive!! 

#China’s sick culture’s as dangerous as #COVID19.  
Please follow us for more real infor…",,Joselete,young  chinese eats a pigeon alive    china ’ s sick culture ’ s as dangerous as  covid19  please follow us for more real infor…,young chinese eats pigeon alive china ’ sick culture ’ dangerous covid19 please follow us real infor…,young chinese eats pigeon alive china sick culture dangerous please follow us real, Italia
09-04-20 2:11,"RT @Dragonsoul9Fire: How are they destroying the businesses, Farms, Jobs..??

How are they going to starve ppl to obedience??

By simulatin…",Australia,Ben,how are they destroying the businesses  farms  jobs   how are they going to starve ppl to obedience   by simulatin…,destroying businesses farms jobs going starve ppl obedience simulatin…,destroying businesses farms jobs going starve ppl obedience,Australia
09-04-20 2:11,"RT @56blackcat: This is Michelle Wright, she's a nurse, 37 years old.

She's 29 weeks pregnant, and is in hospital with Cornavirus.

Strugg…",,CJ 🌊,this is michelle wright  she s a nurse  37 years old  she s 29 weeks pregnant  and is in hospital with cornavirus  strugg…,michelle wright nurse 37 years old 29 weeks pregnant hospital cornavirus strugg…,michelle wright nurse years old weeks pregnant hospital cornavirus, Italia
09-04-20 2:11,"RT @egaly: Here's the secret: recovery from this pandemic will be driven, not by experts, but by your (in)action. 

So join me and @YWBosto…",Madison,Naveena10,here s the secret  recovery from this pandemic will be driven  not by experts  but by your  in  action  so join me and  ywbosto…,secret recovery pandemic driven experts action join ywbosto…,secret recovery pandemic driven experts action join, United States of America
09-04-20 2:11,RT @nhannahjones: Black Americans are also the most likely to live in areas where they do not have easy access to the trauma centers needed…,"Tokyo, Japan","NOZAWA, Satoshi",black americans are also the most likely to live in areas where they do not have easy access to the trauma centers needed…,black americans also likely live areas easy access trauma centers needed…,black americans also likely live areas easy access trauma centers, 日本 (Japan)
09-04-20 2:11,"RT @MeAndJessePod: 🎙@MarkPavelich &amp; @JesseMartineau via #ZOOM for the 2nd #Covid19 Special Edition #MeAndJesse Podcast!!!!
.
When will this…",Worldwide,Mark Pavelich,🎙  markpavelich  amp   jessemartineau via  zoom for the 2nd  covid19 special edition  meandjesse podcast      when will this…,🎙 markpavelich amp jessemartineau via zoom 2nd covid19 special edition meandjesse podcast this…,markpavelich amp jessemartineau via zoom special edition meandjesse podcast, United Kingdom
09-04-20 2:11,"RT @TheTNHoller: CLIP: “There’s not makeshift happening in TN yet because we have stayed ahead of the curve.”

@GovBillLee said docs &amp; nurs…","Columbus, OH",DeDe Rhodes,clip  “ there ’ s not makeshift happening in tn yet because we have stayed ahead of the curve ”  govbilllee said docs  amp  nurs…,clip “ ’ makeshift happening tn yet stayed ahead curve ” govbilllee said docs amp nurs…,clip makeshift happening tn yet stayed ahead curve govbilllee said docs amp, United States of America
09-04-20 2:11,"RT @NBCNewsNow: Janitors and housekeepers are doing dangerous work while trying to help decrease the spread of COVID-19, and many are doing…",Los Ángeles /Southern CA,Erick Mendoza,janitors and housekeepers are doing dangerous work while trying to help decrease the spread of covid19  and many are doing…,janitors housekeepers dangerous work trying help decrease spread covid19 many doing…,janitors housekeepers dangerous work trying help decrease spread many, United States of America
09-04-20 2:11,RT @chrisbergPOVNOW: SHOCKING: MN Sen &amp; Dr. @drscottjensen said that he received a 7 pg doc from @mnhealth to fill out death certificates w…,"Odessa,Tx. ",Grace,shocking  mn sen  amp  dr  drscottjensen said that he received a 7 pg doc from  mnhealth to fill out death certificates w…,shocking mn sen amp dr drscottjensen said received 7 pg doc mnhealth fill death certificates w…,shocking mn sen amp dr drscottjensen said received pg doc mnhealth fill death certificates, United States of America
09-04-20 2:11,"RT @SociologistRay: “It is incumbent on the academic community to condense its labor into short discussions that are rigorous, accessible,…","Bloomington, Indiana",Fabio Rojas,“ it is incumbent on the academic community to condense its labor into short discussions that are rigorous  accessible  …,“ incumbent academic community condense labor short discussions rigorous accessible …,incumbent academic community condense labor short discussions rigorous accessible, United States of America
09-04-20 2:11,RT @Kathryn_McGarry: We are entering into a time of celebration for many people in #cbridge and I want to emphasize the importance of keepi…,"Cambridge, ON ",CMH,we are entering into a time of celebration for many people in  cbridge and i want to emphasize the importance of keepi…,entering time celebration many people cbridge want emphasize importance keepi…,entering time celebration many people cbridge want emphasize importance, Canada
09-04-20 2:11,"RT @sonikasdutta: Today @narendramodi ji discuss economic fallout of covid-19 crisis with Swedish PM, Sultan of Oman.
#ModiLeadingTheWorld…","Rajauri, Jammu And Kashmir",Radha Sudan,today  narendramodi ji discuss economic fallout of covid19 crisis with swedish pm  sultan of oman   modileadingtheworld…,today narendramodi ji discuss economic fallout covid19 crisis swedish pm sultan oman modileadingtheworld…,today narendramodi ji discuss economic fallout crisis swedish pm sultan oman, India
09-04-20 2:11,"RT @ACLU: In Louisiana, 70% of those who have died of COVID-19-related complications were Black.

In Chicago, that number is also 70%.

In…","Toledo, OH",asher 🌿,in louisiana  70  of those who have died of covid19related complications were black  in chicago  that number is also 70   in…,louisiana 70 died covid19related complications black chicago number also 70 in…,louisiana died complications black chicago number also, United States of America
09-04-20 2:11,"RT @WonderWoman2KAG: So if we're doing #covid19 tests on everyone admitted into the hospital, even if they come in w/a gun shot wound, alle…",Arizona ,"Winning, rube, deplorable, dregs 😜 Sandy",so if we re doing  covid19 tests on everyone admitted into the hospital  even if they come in wa gun shot wound  alle…,covid19 tests everyone admitted hospital even come wa gun shot wound alle…,tests everyone admitted hospital even come wa gun shot wound, United States of America
09-04-20 2:11,"RT @BonnieCrombie: President &amp; CEO @ParamountFoods @mohamadfakih8 will donate $1 for every RT of this post, up to $10K to help the #Mississ…","Toronto, Canada",Ismail,president  amp  ceo  paramountfoods  mohamadfakih8 will donate  1 for every rt of this post  up to  10k to help the  mississ…,president amp ceo paramountfoods mohamadfakih8 donate 1 every rt post 10k help mississ…,president amp ceo paramountfoods donate every rt post help, Canada
09-04-20 2:11,"RT @IndigoBryerly: Very happy, #WritingCommunity! Another 1,000 words down on my #WIP. Tough chapter...a turning point for my MC. How is ev…","Oregon, USA",Martinis 🍸 with Lars Teeney,very happy   writingcommunity  another 1000 words down on my  wip  tough chapter  a turning point for my mc  how is ev…,happy writingcommunity another 1000 words wip tough chapter turning point mc ev…,happy writingcommunity another words wip tough chapter turning point mc, United States of America
